Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Answered_Count,Resolved_Count,month
ID2078,Martha,2021-02-05,14:47:02,Technical Support,Y,Y,120.0,00:05:10,3.0,1,1,February
ID2079,Joe,2021-02-05,14:57:07,Contract related,Y,Y,118.0,00:02:53,3.0,1,1,February
ID2080,Dan,2021-02-05,14:57:07,Contract related,Y,Y,103.0,00:04:46,3.0,1,1,February
ID2081,Jim,2021-02-05,15:14:24,Admin Support,Y,Y,96.0,00:04:59,4.0,1,1,February
ID2082,Becky,2021-02-05,15:14:24,Payment related,Y,Y,105.0,00:03:34,4.0,1,1,February
ID2083,Joe,2021-02-05,15:41:46,Payment related,Y,Y,12.0,00:02:57,2.0,1,1,February
ID2084,Martha,2021-02-05,15:41:46,Admin Support,N,N,,,,0,0,February
ID2085,Martha,2021-02-05,16:04:48,Technical Support,Y,Y,61.0,00:03:12,2.0,1,1,February
ID2086,Martha,2021-02-05,16:04:48,Admin Support,Y,Y,82.0,00:06:54,1.0,1,1,February
ID2087,Greg,2021-02-05,16:17:46,Technical Support,Y,Y,51.0,00:01:03,2.0,1,1,February
ID2088,Becky,2021-02-05,16:17:46,Admin Support,Y,Y,25.0,00:06:44,5.0,1,1,February
ID2089,Jim,2021-02-05,16:23:31,Technical Support,Y,Y,30.0,00:00:35,4.0,1,1,February
ID2090,Martha,2021-02-05,16:23:31,Technical Support,N,N,,,,0,0,February
ID2091,Stewart,2021-02-05,16:55:12,Contract related,Y,Y,90.0,00:01:59,3.0,1,1,February
ID2092,Dan,2021-02-05,16:55:12,Admin Support,N,N,,,,0,0,February
ID2093,Diane,2021-02-05,17:21:07,Contract related,Y,Y,12.0,00:01:45,3.0,1,1,February
ID2094,Jim,2021-02-05,17:21:07,Admin Support,N,N,,,,0,0,February
ID2095,Martha,2021-02-05,17:39:50,Contract related,N,N,,,,0,0,February
ID2096,Jim,2021-02-05,17:39:50,Technical Support,N,N,,,,0,0,February
ID2097,Becky,2021-02-05,17:44:10,Technical Support,Y,Y,50.0,00:05:16,3.0,1,1,February
ID2098,Diane,2021-02-05,17:44:10,Technical Support,Y,Y,125.0,00:00:50,3.0,1,1,February
ID2099,Jim,2021-02-06,09:23:02,Admin Support,Y,Y,118.0,00:01:50,4.0,1,1,February
ID2100,Martha,2021-02-06,09:23:02,Streaming,Y,N,46.0,00:01:33,5.0,1,0,February
ID2101,Jim,2021-02-06,09:57:36,Technical Support,Y,Y,92.0,00:03:55,4.0,1,1,February
ID2102,Becky,2021-02-06,09:57:36,Payment related,Y,Y,23.0,00:02:26,3.0,1,1,February
ID2103,Becky,2021-02-06,09:59:02,Contract related,Y,Y,108.0,00:03:43,2.0,1,1,February
ID2104,Diane,2021-02-06,09:59:02,Streaming,Y,Y,122.0,00:03:20,4.0,1,1,February
ID2105,Joe,2021-02-06,10:46:34,Technical Support,Y,Y,27.0,00:00:38,4.0,1,1,February
ID2106,Becky,2021-02-06,10:46:34,Admin Support,Y,Y,116.0,00:01:22,4.0,1,1,February
ID2107,Greg,2021-02-06,10:48:00,Payment related,Y,Y,120.0,00:06:21,3.0,1,1,February
ID2108,Greg,2021-02-06,10:48:00,Technical Support,Y,Y,55.0,00:00:50,5.0,1,1,February
ID2109,Diane,2021-02-06,11:02:24,Streaming,Y,Y,46.0,00:04:21,4.0,1,1,February
ID2110,Stewart,2021-02-06,11:02:24,Contract related,N,N,,,,0,0,February
ID2111,Jim,2021-02-06,11:25:26,Streaming,Y,Y,78.0,00:03:42,2.0,1,1,February
ID2112,Greg,2021-02-06,11:25:26,Payment related,Y,Y,76.0,00:02:51,3.0,1,1,February
ID2113,Becky,2021-02-06,11:32:38,Contract related,Y,Y,15.0,00:06:23,5.0,1,1,February
ID2114,Becky,2021-02-06,11:32:38,Admin Support,N,N,,,,0,0,February
ID2115,Dan,2021-02-06,11:38:24,Technical Support,Y,Y,15.0,00:06:23,1.0,1,1,February
ID2116,Becky,2021-02-06,11:38:24,Payment related,N,N,,,,0,0,February
ID2117,Becky,2021-02-06,11:55:41,Admin Support,Y,Y,82.0,00:02:03,4.0,1,1,February
ID2118,Greg,2021-02-06,11:55:41,Admin Support,Y,Y,59.0,00:05:47,1.0,1,1,February
ID2119,Dan,2021-02-06,12:02:53,Streaming,Y,Y,41.0,00:00:49,4.0,1,1,February
ID2120,Martha,2021-02-06,12:02:53,Streaming,Y,Y,39.0,00:04:27,3.0,1,1,February
ID2121,Martha,2021-02-06,12:12:58,Payment related,N,N,,,,0,0,February
ID2122,Martha,2021-02-06,12:12:58,Admin Support,Y,Y,108.0,00:03:49,4.0,1,1,February
ID2123,Stewart,2021-02-06,12:33:07,Payment related,Y,Y,48.0,00:02:36,4.0,1,1,February
ID2124,Greg,2021-02-06,12:33:07,Payment related,Y,Y,106.0,00:01:44,5.0,1,1,February
ID2125,Becky,2021-02-06,12:53:17,Technical Support,Y,Y,100.0,00:02:23,1.0,1,1,February
ID2126,Jim,2021-02-06,12:53:17,Technical Support,Y,Y,109.0,00:03:06,2.0,1,1,February
ID2127,Diane,2021-02-06,13:03:22,Streaming,N,N,,,,0,0,February
ID2128,Becky,2021-02-06,13:03:22,Streaming,Y,N,26.0,00:03:30,3.0,1,0,February
ID2129,Dan,2021-02-06,13:39:22,Technical Support,Y,Y,96.0,00:05:50,4.0,1,1,February
ID2130,Greg,2021-02-06,13:39:22,Streaming,Y,Y,23.0,00:05:55,5.0,1,1,February
ID2131,Martha,2021-02-06,13:43:41,Payment related,N,N,,,,0,0,February
ID2132,Diane,2021-02-06,13:43:41,Payment related,Y,Y,123.0,00:02:44,3.0,1,1,February
ID2133,Dan,2021-02-06,14:52:48,Technical Support,N,N,,,,0,0,February
ID2134,Dan,2021-02-06,14:52:48,Contract related,Y,Y,55.0,00:04:08,5.0,1,1,February
ID2135,Becky,2021-02-06,14:55:41,Technical Support,Y,Y,44.0,00:06:35,4.0,1,1,February
ID2136,Diane,2021-02-06,14:55:41,Payment related,Y,Y,73.0,00:05:14,1.0,1,1,February
ID2137,Stewart,2021-02-06,15:53:17,Payment related,Y,Y,63.0,00:06:51,3.0,1,1,February
ID2138,Diane,2021-02-06,15:53:17,Payment related,N,N,,,,0,0,February
ID2139,Dan,2021-02-06,16:45:07,Admin Support,Y,Y,82.0,00:02:25,2.0,1,1,February
ID2140,Greg,2021-02-06,16:45:07,Contract related,Y,Y,113.0,00:06:17,4.0,1,1,February
ID2141,Greg,2021-02-06,17:02:24,Technical Support,Y,N,57.0,00:06:12,4.0,1,0,February
ID2142,Stewart,2021-02-06,17:02:24,Streaming,Y,Y,63.0,00:01:27,1.0,1,1,February
ID2143,Diane,2021-02-06,17:31:12,Admin Support,Y,Y,120.0,00:05:13,4.0,1,1,February
ID2144,Jim,2021-02-06,17:31:12,Technical Support,Y,Y,68.0,00:05:42,5.0,1,1,February
ID2145,Martha,2021-02-06,17:35:31,Contract related,Y,Y,31.0,00:02:15,3.0,1,1,February
ID2146,Becky,2021-02-06,17:35:31,Streaming,Y,Y,44.0,00:05:05,3.0,1,1,February
ID2147,Becky,2021-02-06,17:35:31,Payment related,Y,Y,84.0,00:03:33,5.0,1,1,February
ID2148,Greg,2021-02-06,17:35:31,Technical Support,Y,Y,79.0,00:04:49,5.0,1,1,February
ID2149,Diane,2021-02-07,09:10:05,Admin Support,Y,Y,71.0,00:06:52,3.0,1,1,February
ID2150,Jim,2021-02-07,09:10:05,Admin Support,Y,Y,94.0,00:02:17,3.0,1,1,February
ID2151,Martha,2021-02-07,09:28:48,Technical Support,N,N,,,,0,0,February
ID2152,Dan,2021-02-07,09:28:48,Payment related,Y,Y,11.0,00:06:50,5.0,1,1,February
ID2153,Greg,2021-02-07,09:30:14,Streaming,Y,Y,51.0,00:06:15,1.0,1,1,February
ID2154,Martha,2021-02-07,09:30:14,Streaming,Y,N,12.0,00:06:03,3.0,1,0,February
ID2155,Jim,2021-02-07,10:00:29,Admin Support,Y,Y,16.0,00:05:22,4.0,1,1,February
ID2156,Becky,2021-02-07,10:00:29,Payment related,N,N,,,,0,0,February
ID2157,Jim,2021-02-07,10:06:14,Streaming,Y,Y,54.0,00:04:21,3.0,1,1,February
ID2158,Martha,2021-02-07,10:06:14,Admin Support,Y,Y,106.0,00:04:06,3.0,1,1,February
ID2159,Diane,2021-02-07,10:13:26,Payment related,N,N,,,,0,0,February
ID2160,Martha,2021-02-07,10:13:26,Admin Support,Y,Y,13.0,00:01:10,3.0,1,1,February
ID2161,Joe,2021-02-07,10:42:14,Streaming,Y,N,97.0,00:03:16,4.0,1,0,February
ID2162,Martha,2021-02-07,10:42:14,Contract related,Y,Y,124.0,00:04:54,4.0,1,1,February
ID2163,Dan,2021-02-07,10:56:38,Technical Support,Y,Y,46.0,00:04:12,3.0,1,1,February
ID2164,Martha,2021-02-07,10:56:38,Streaming,Y,Y,53.0,00:06:37,4.0,1,1,February
ID2165,Becky,2021-02-07,11:24:00,Payment related,Y,Y,51.0,00:06:01,2.0,1,1,February
ID2166,Diane,2021-02-07,11:24:00,Technical Support,Y,Y,51.0,00:00:58,5.0,1,1,February
ID2167,Becky,2021-02-07,11:24:00,Contract related,Y,Y,30.0,00:01:58,4.0,1,1,February
ID2168,Greg,2021-02-07,11:24:00,Streaming,Y,Y,51.0,00:06:24,5.0,1,1,February
ID2169,Becky,2021-02-07,11:25:26,Admin Support,Y,Y,45.0,00:02:40,1.0,1,1,February
ID2170,Diane,2021-02-07,11:25:26,Contract related,Y,Y,43.0,00:06:27,5.0,1,1,February
ID2171,Greg,2021-02-07,12:48:58,Technical Support,Y,Y,51.0,00:01:14,4.0,1,1,February
ID2172,Becky,2021-02-07,12:48:58,Contract related,Y,Y,99.0,00:04:06,4.0,1,1,February
ID2173,Greg,2021-02-07,13:00:29,Admin Support,Y,Y,94.0,00:01:50,5.0,1,1,February
ID2174,Stewart,2021-02-07,13:00:29,Technical Support,Y,Y,11.0,00:01:19,2.0,1,1,February
ID2175,Diane,2021-02-07,13:04:48,Technical Support,Y,Y,120.0,00:00:40,3.0,1,1,February
ID2176,Stewart,2021-02-07,13:04:48,Admin Support,Y,Y,70.0,00:06:33,3.0,1,1,February
ID2177,Becky,2021-02-07,13:48:00,Payment related,Y,Y,111.0,00:06:44,5.0,1,1,February
ID2178,Martha,2021-02-07,13:48:00,Technical Support,Y,Y,85.0,00:04:43,1.0,1,1,February
ID2179,Diane,2021-02-07,13:52:19,Technical Support,Y,N,58.0,00:01:31,2.0,1,0,February
ID2180,Dan,2021-02-07,13:52:19,Admin Support,N,N,,,,0,0,February
ID2181,Greg,2021-02-07,14:08:10,Payment related,Y,Y,14.0,00:03:17,4.0,1,1,February
ID2182,Martha,2021-02-07,14:08:10,Payment related,Y,Y,40.0,00:04:27,4.0,1,1,February
ID2183,Jim,2021-02-07,14:09:36,Contract related,Y,Y,51.0,00:05:14,3.0,1,1,February
ID2184,Greg,2021-02-07,14:09:36,Streaming,Y,N,16.0,00:05:47,3.0,1,0,February
ID2185,Greg,2021-02-07,14:21:07,Contract related,Y,Y,27.0,00:03:53,3.0,1,1,February
ID2186,Martha,2021-02-07,14:21:07,Contract related,Y,Y,14.0,00:06:28,1.0,1,1,February
ID2187,Martha,2021-02-07,15:20:10,Payment related,Y,Y,105.0,00:04:17,4.0,1,1,February
ID2188,Diane,2021-02-07,15:20:10,Streaming,Y,Y,77.0,00:01:05,4.0,1,1,February
ID2189,Greg,2021-02-07,16:09:07,Payment related,Y,N,71.0,00:03:28,3.0,1,0,February
ID2190,Dan,2021-02-07,16:09:07,Payment related,Y,Y,105.0,00:04:16,4.0,1,1,February
ID2191,Stewart,2021-02-07,16:19:12,Admin Support,Y,Y,107.0,00:05:42,4.0,1,1,February
ID2192,Martha,2021-02-07,16:19:12,Technical Support,N,N,,,,0,0,February
ID2193,Becky,2021-02-07,16:30:43,Admin Support,Y,Y,53.0,00:03:54,2.0,1,1,February
ID2194,Joe,2021-02-07,16:30:43,Contract related,Y,Y,109.0,00:03:40,4.0,1,1,February
ID2195,Becky,2021-02-07,16:30:43,Technical Support,Y,Y,18.0,00:04:17,4.0,1,1,February
ID2196,Dan,2021-02-07,16:30:43,Admin Support,Y,Y,34.0,00:03:27,3.0,1,1,February
ID2197,Jim,2021-02-07,16:35:02,Payment related,N,N,,,,0,0,February
ID2198,Martha,2021-02-07,16:35:02,Contract related,Y,Y,102.0,00:05:43,2.0,1,1,February
ID2199,Martha,2021-02-07,16:39:22,Payment related,N,N,,,,0,0,February
ID2200,Becky,2021-02-07,16:39:22,Payment related,N,N,,,,0,0,February
ID2201,Stewart,2021-02-07,16:43:41,Payment related,Y,Y,111.0,00:01:20,5.0,1,1,February
ID2202,Greg,2021-02-07,16:43:41,Admin Support,Y,Y,81.0,00:04:14,4.0,1,1,February
ID2203,Diane,2021-02-07,17:25:26,Admin Support,Y,Y,97.0,00:05:13,3.0,1,1,February
ID2204,Greg,2021-02-07,17:25:26,Contract related,N,N,,,,0,0,February
ID2205,Jim,2021-02-08,09:00:00,Admin Support,N,N,,,,0,0,February
ID2206,Becky,2021-02-08,09:00:00,Contract related,Y,Y,17.0,00:05:49,4.0,1,1,February
ID2207,Becky,2021-02-08,09:15:50,Admin Support,Y,Y,116.0,00:04:05,4.0,1,1,February
ID2208,Joe,2021-02-08,09:15:50,Payment related,Y,Y,112.0,00:04:43,3.0,1,1,February
ID2209,Diane,2021-02-08,09:23:02,Admin Support,Y,Y,40.0,00:06:40,1.0,1,1,February
ID2210,Becky,2021-02-08,09:23:02,Admin Support,Y,Y,120.0,00:02:41,5.0,1,1,February
ID2211,Joe,2021-02-08,10:07:41,Payment related,Y,Y,24.0,00:01:02,4.0,1,1,February
ID2212,Diane,2021-02-08,10:07:41,Contract related,N,N,,,,0,0,February
ID2213,Stewart,2021-02-08,10:32:10,Technical Support,Y,Y,122.0,00:02:49,3.0,1,1,February
ID2214,Stewart,2021-02-08,10:32:10,Streaming,Y,Y,21.0,00:06:07,3.0,1,1,February
ID2215,Dan,2021-02-08,12:11:31,Contract related,Y,Y,16.0,00:05:12,5.0,1,1,February
ID2216,Stewart,2021-02-08,12:11:31,Streaming,N,N,,,,0,0,February
ID2217,Greg,2021-02-08,13:09:07,Streaming,Y,Y,65.0,00:06:13,4.0,1,1,February
ID2218,Martha,2021-02-08,13:09:07,Contract related,N,N,,,,0,0,February
ID2219,Martha,2021-02-08,13:23:31,Streaming,Y,N,111.0,00:05:19,1.0,1,0,February
ID2220,Stewart,2021-02-08,13:23:31,Contract related,Y,Y,81.0,00:00:55,2.0,1,1,February
ID2221,Diane,2021-02-08,14:15:22,Technical Support,N,N,,,,0,0,February
ID2222,Martha,2021-02-08,14:15:22,Technical Support,Y,Y,85.0,00:04:36,3.0,1,1,February
ID2223,Martha,2021-02-08,14:24:00,Technical Support,Y,Y,109.0,00:05:55,4.0,1,1,February
ID2224,Becky,2021-02-08,14:24:00,Streaming,Y,N,71.0,00:01:39,4.0,1,0,February
ID2225,Diane,2021-02-08,14:26:53,Admin Support,Y,Y,50.0,00:02:09,3.0,1,1,February
ID2226,Greg,2021-02-08,14:26:53,Payment related,Y,Y,66.0,00:01:03,3.0,1,1,February
ID2227,Becky,2021-02-08,14:34:05,Streaming,Y,Y,36.0,00:02:36,5.0,1,1,February
ID2228,Joe,2021-02-08,14:34:05,Streaming,Y,Y,57.0,00:03:56,2.0,1,1,February
ID2229,Greg,2021-02-08,14:38:24,Technical Support,Y,Y,124.0,00:04:11,5.0,1,1,February
ID2230,Martha,2021-02-08,14:38:24,Contract related,Y,Y,57.0,00:02:30,1.0,1,1,February
ID2231,Becky,2021-02-08,14:55:41,Payment related,N,N,,,,0,0,February
ID2232,Jim,2021-02-08,14:55:41,Payment related,Y,Y,51.0,00:05:09,5.0,1,1,February
ID2233,Diane,2021-02-08,16:13:26,Payment related,Y,Y,119.0,00:06:46,3.0,1,1,February
ID2234,Diane,2021-02-08,16:13:26,Streaming,Y,Y,62.0,00:04:47,3.0,1,1,February
ID2235,Joe,2021-02-08,16:17:46,Contract related,Y,Y,70.0,00:03:13,5.0,1,1,February
ID2236,Jim,2021-02-08,16:17:46,Contract related,Y,Y,30.0,00:04:12,4.0,1,1,February
ID2237,Diane,2021-02-08,16:30:43,Admin Support,Y,Y,17.0,00:04:08,3.0,1,1,February
ID2238,Joe,2021-02-08,16:30:43,Streaming,Y,Y,43.0,00:03:18,3.0,1,1,February
ID2239,Dan,2021-02-08,16:45:07,Technical Support,Y,Y,81.0,00:01:56,5.0,1,1,February
ID2240,Martha,2021-02-08,16:45:07,Admin Support,Y,Y,58.0,00:05:37,3.0,1,1,February
ID2241,Martha,2021-02-08,16:46:34,Contract related,Y,Y,59.0,00:03:47,4.0,1,1,February
ID2242,Martha,2021-02-08,16:46:34,Streaming,N,N,,,,0,0,February
ID2243,Martha,2021-02-08,17:08:10,Technical Support,Y,Y,110.0,00:05:17,5.0,1,1,February
ID2244,Diane,2021-02-08,17:08:10,Streaming,Y,Y,91.0,00:01:29,3.0,1,1,February
ID2245,Greg,2021-02-08,17:57:07,Admin Support,Y,Y,12.0,00:00:48,3.0,1,1,February
ID2246,Dan,2021-02-08,17:57:07,Payment related,Y,Y,38.0,00:06:48,5.0,1,1,February
ID2247,Becky,2021-02-09,09:12:58,Payment related,Y,Y,83.0,00:01:16,5.0,1,1,February
ID2248,Joe,2021-02-09,09:12:58,Technical Support,Y,Y,31.0,00:03:27,4.0,1,1,February
ID2249,Stewart,2021-02-09,09:28:48,Streaming,Y,Y,105.0,00:00:32,5.0,1,1,February
ID2250,Diane,2021-02-09,09:28:48,Streaming,Y,Y,98.0,00:01:21,5.0,1,1,February
ID2251,Joe,2021-02-09,10:10:34,Technical Support,Y,Y,56.0,00:04:01,2.0,1,1,February
ID2252,Becky,2021-02-09,10:10:34,Technical Support,Y,Y,83.0,00:05:13,5.0,1,1,February
ID2253,Greg,2021-02-09,10:27:50,Payment related,Y,Y,42.0,00:02:44,2.0,1,1,February
ID2254,Dan,2021-02-09,10:27:50,Admin Support,Y,Y,59.0,00:05:06,3.0,1,1,February
ID2255,Dan,2021-02-09,10:46:34,Admin Support,Y,Y,62.0,00:06:52,4.0,1,1,February
ID2256,Jim,2021-02-09,10:46:34,Admin Support,Y,Y,63.0,00:04:16,1.0,1,1,February
ID2257,Joe,2021-02-09,11:32:38,Technical Support,Y,Y,108.0,00:02:43,3.0,1,1,February
ID2258,Dan,2021-02-09,11:32:38,Payment related,Y,N,100.0,00:06:45,5.0,1,0,February
ID2259,Martha,2021-02-09,12:20:10,Contract related,Y,Y,69.0,00:05:50,3.0,1,1,February
ID2260,Joe,2021-02-09,12:20:10,Admin Support,Y,Y,66.0,00:04:53,2.0,1,1,February
ID2261,Dan,2021-02-09,12:28:48,Payment related,N,N,,,,0,0,February
ID2262,Stewart,2021-02-09,12:28:48,Streaming,N,N,,,,0,0,February
ID2263,Dan,2021-02-09,12:37:26,Payment related,Y,Y,122.0,00:00:48,4.0,1,1,February
ID2264,Dan,2021-02-09,12:37:26,Admin Support,Y,Y,44.0,00:05:26,4.0,1,1,February
ID2265,Becky,2021-02-09,12:47:31,Contract related,N,N,,,,0,0,February
ID2266,Greg,2021-02-09,12:47:31,Technical Support,N,N,,,,0,0,February
ID2267,Joe,2021-02-09,12:47:31,Contract related,Y,Y,48.0,00:05:32,3.0,1,1,February
ID2268,Dan,2021-02-09,12:47:31,Contract related,Y,Y,82.0,00:03:49,1.0,1,1,February
ID2269,Greg,2021-02-09,12:50:24,Streaming,Y,N,17.0,00:05:06,2.0,1,0,February
ID2270,Greg,2021-02-09,12:50:24,Payment related,Y,Y,52.0,00:01:57,5.0,1,1,February
ID2271,Diane,2021-02-09,13:00:29,Admin Support,Y,Y,61.0,00:05:55,5.0,1,1,February
ID2272,Dan,2021-02-09,13:00:29,Admin Support,Y,Y,103.0,00:03:26,4.0,1,1,February
ID2273,Diane,2021-02-09,13:06:14,Admin Support,Y,Y,30.0,00:01:11,4.0,1,1,February
ID2274,Greg,2021-02-09,13:06:14,Technical Support,N,N,,,,0,0,February
ID2275,Jim,2021-02-09,13:22:05,Streaming,Y,Y,21.0,00:03:12,5.0,1,1,February
ID2276,Jim,2021-02-09,13:22:05,Streaming,Y,Y,117.0,00:04:18,5.0,1,1,February
ID2277,Jim,2021-02-09,13:29:17,Admin Support,N,N,,,,0,0,February
ID2278,Joe,2021-02-09,13:29:17,Admin Support,Y,Y,110.0,00:06:33,3.0,1,1,February
ID2279,Becky,2021-02-09,14:29:46,Payment related,Y,N,47.0,00:06:42,3.0,1,0,February
ID2280,Diane,2021-02-09,14:29:46,Streaming,Y,Y,48.0,00:02:03,4.0,1,1,February
ID2281,Martha,2021-02-09,14:29:46,Technical Support,Y,Y,63.0,00:03:31,5.0,1,1,February
ID2282,Joe,2021-02-09,14:29:46,Payment related,N,N,,,,0,0,February
ID2283,Diane,2021-02-09,15:20:10,Technical Support,N,N,,,,0,0,February
ID2284,Jim,2021-02-09,15:20:10,Admin Support,Y,Y,78.0,00:01:43,3.0,1,1,February
ID2285,Dan,2021-02-09,15:54:43,Admin Support,Y,Y,80.0,00:06:38,5.0,1,1,February
ID2286,Martha,2021-02-09,15:54:43,Technical Support,N,N,,,,0,0,February
ID2287,Martha,2021-02-09,16:19:12,Admin Support,Y,Y,93.0,00:01:27,5.0,1,1,February
ID2288,Greg,2021-02-09,16:19:12,Admin Support,Y,Y,88.0,00:01:36,5.0,1,1,February
ID2289,Joe,2021-02-09,16:20:38,Streaming,Y,Y,14.0,00:03:30,5.0,1,1,February
ID2290,Becky,2021-02-09,16:20:38,Admin Support,Y,Y,59.0,00:04:36,3.0,1,1,February
ID2291,Stewart,2021-02-09,16:22:05,Technical Support,Y,Y,101.0,00:01:18,2.0,1,1,February
ID2292,Greg,2021-02-09,16:22:05,Streaming,Y,Y,38.0,00:00:43,2.0,1,1,February
ID2293,Jim,2021-02-09,16:32:10,Technical Support,Y,Y,104.0,00:02:34,1.0,1,1,February
ID2294,Stewart,2021-02-09,16:32:10,Admin Support,Y,Y,29.0,00:01:04,4.0,1,1,February
ID2295,Diane,2021-02-09,16:52:19,Streaming,Y,Y,67.0,00:01:51,2.0,1,1,February
ID2296,Dan,2021-02-09,16:52:19,Admin Support,Y,Y,75.0,00:04:55,5.0,1,1,February
ID2297,Greg,2021-02-09,17:03:50,Payment related,Y,Y,110.0,00:01:03,1.0,1,1,February
ID2298,Jim,2021-02-09,17:03:50,Streaming,Y,N,36.0,00:06:51,2.0,1,0,February
ID2299,Diane,2021-02-09,17:29:46,Contract related,Y,Y,96.0,00:06:24,2.0,1,1,February
ID2300,Joe,2021-02-09,17:29:46,Technical Support,Y,N,91.0,00:03:43,4.0,1,0,February
ID2301,Dan,2021-02-09,17:57:07,Admin Support,N,N,,,,0,0,February
ID2302,Becky,2021-02-09,17:57:07,Streaming,Y,Y,53.0,00:01:08,4.0,1,1,February
ID2303,Joe,2021-02-10,09:01:26,Streaming,Y,Y,112.0,00:05:34,3.0,1,1,February
ID2304,Stewart,2021-02-10,09:01:26,Admin Support,N,N,,,,0,0,February
ID2305,Martha,2021-02-10,09:12:58,Technical Support,Y,Y,87.0,00:01:23,3.0,1,1,February
ID2306,Diane,2021-02-10,09:12:58,Admin Support,Y,Y,78.0,00:01:45,5.0,1,1,February
ID2307,Jim,2021-02-10,09:18:43,Payment related,Y,N,16.0,00:01:53,4.0,1,0,February
ID2308,Jim,2021-02-10,09:18:43,Streaming,Y,Y,56.0,00:06:38,4.0,1,1,February
ID2309,Diane,2021-02-10,10:37:55,Technical Support,Y,Y,87.0,00:06:49,3.0,1,1,February
ID2310,Becky,2021-02-10,10:37:55,Contract related,N,N,,,,0,0,February
ID2311,Jim,2021-02-10,11:03:50,Admin Support,Y,N,46.0,00:05:54,4.0,1,0,February
ID2312,Becky,2021-02-10,11:03:50,Payment related,Y,Y,116.0,00:06:13,3.0,1,1,February
ID2313,Stewart,2021-02-10,11:09:36,Technical Support,Y,Y,26.0,00:01:39,4.0,1,1,February
ID2314,Joe,2021-02-10,11:09:36,Technical Support,Y,Y,94.0,00:03:53,2.0,1,1,February
ID2315,Joe,2021-02-10,11:19:41,Streaming,Y,N,87.0,00:01:21,3.0,1,0,February
ID2316,Greg,2021-02-10,11:19:41,Technical Support,Y,Y,14.0,00:01:19,3.0,1,1,February
ID2317,Jim,2021-02-10,11:29:46,Contract related,Y,Y,49.0,00:03:51,3.0,1,1,February
ID2318,Stewart,2021-02-10,11:29:46,Contract related,Y,Y,91.0,00:02:12,2.0,1,1,February
ID2319,Becky,2021-02-10,11:31:12,Contract related,Y,Y,63.0,00:02:38,3.0,1,1,February
ID2320,Diane,2021-02-10,11:31:12,Admin Support,Y,Y,92.0,00:02:48,4.0,1,1,February
ID2321,Becky,2021-02-10,11:51:22,Payment related,N,N,,,,0,0,February
ID2322,Stewart,2021-02-10,11:51:22,Payment related,N,N,,,,0,0,February
ID2323,Jim,2021-02-10,12:15:50,Technical Support,Y,Y,34.0,00:02:29,5.0,1,1,February
ID2324,Jim,2021-02-10,12:15:50,Payment related,Y,Y,88.0,00:03:43,3.0,1,1,February
ID2325,Martha,2021-02-10,12:20:10,Admin Support,Y,Y,28.0,00:01:58,3.0,1,1,February
ID2326,Becky,2021-02-10,12:20:10,Technical Support,N,N,,,,0,0,February
ID2327,Jim,2021-02-10,12:23:02,Contract related,N,N,,,,0,0,February
ID2328,Martha,2021-02-10,12:23:02,Contract related,Y,Y,103.0,00:00:52,2.0,1,1,February
ID2329,Joe,2021-02-10,12:47:31,Technical Support,Y,Y,11.0,00:01:02,1.0,1,1,February
ID2330,Dan,2021-02-10,12:47:31,Admin Support,N,N,,,,0,0,February
ID2331,Becky,2021-02-10,12:59:02,Payment related,Y,Y,65.0,00:02:42,5.0,1,1,February
ID2332,Dan,2021-02-10,12:59:02,Payment related,Y,N,46.0,00:06:08,2.0,1,0,February
ID2333,Stewart,2021-02-10,13:04:48,Payment related,Y,Y,77.0,00:06:21,1.0,1,1,February
ID2334,Dan,2021-02-10,13:04:48,Contract related,Y,N,53.0,00:05:47,2.0,1,0,February
ID2335,Jim,2021-02-10,13:04:48,Payment related,Y,Y,30.0,00:02:21,4.0,1,1,February
ID2336,Joe,2021-02-10,13:04:48,Admin Support,Y,Y,106.0,00:02:33,2.0,1,1,February
ID2337,Joe,2021-02-10,13:46:34,Streaming,Y,Y,13.0,00:05:50,4.0,1,1,February
ID2338,Martha,2021-02-10,13:46:34,Contract related,Y,Y,45.0,00:05:37,5.0,1,1,February
ID2339,Stewart,2021-02-10,14:09:36,Streaming,N,N,,,,0,0,February
ID2340,Greg,2021-02-10,14:09:36,Streaming,Y,Y,19.0,00:01:49,5.0,1,1,February
ID2341,Becky,2021-02-10,15:05:46,Payment related,Y,Y,64.0,00:02:50,5.0,1,1,February
ID2342,Dan,2021-02-10,15:05:46,Streaming,Y,N,47.0,00:02:01,5.0,1,0,February
ID2343,Greg,2021-02-10,15:46:05,Payment related,Y,Y,120.0,00:00:56,3.0,1,1,February
ID2344,Stewart,2021-02-10,15:46:05,Contract related,Y,Y,85.0,00:02:09,3.0,1,1,February
ID2345,Dan,2021-02-10,16:22:05,Contract related,Y,Y,64.0,00:01:38,3.0,1,1,February
ID2346,Diane,2021-02-10,16:22:05,Admin Support,N,N,,,,0,0,February
ID2347,Martha,2021-02-10,16:26:24,Technical Support,Y,Y,73.0,00:06:11,5.0,1,1,February
ID2348,Becky,2021-02-10,16:26:24,Technical Support,N,N,,,,0,0,February
ID2349,Joe,2021-02-10,16:27:50,Technical Support,N,N,,,,0,0,February
