,Unnamed: 0.1,Unnamed: 0,Nom_Produit,Catégorie,Sous-Catégorie,Coût unitaire,Prix unitaire,Client,Ville,N° de Commande,Date de Commande,Date de Livraison,Id Client,Canal,Id Produit,Quantité,annee,trimestre,mois,chiffre d'affaire,cout total,marge,latitude,longitude,delai
4543,4543,4543,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Mylan SA,ANGOULEME,CDE - 0003512,2019-04-02,2019-04-19,26,Détaillant,7,9,2019,Trim2,avril,20823.61513554221,13099.873499999992,7723.741635542219,45.6484505,0.1561947,17
4544,4544,4544,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Mylan SA,ANGOULEME,CDE - 0007858,2019-05-30,2019-06-17,26,Détaillant,7,8,2019,Trim2,mai,18509.880120481965,11644.331999999991,6865.5481204819735,45.6484505,0.1561947,18
4545,4545,4545,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Mylan SA,ANGOULEME,CDE - 0004580,2019-07-28,2019-08-05,26,Export,7,5,2019,Trim3,juillet,11568.675075301227,7277.707499999996,4290.967575301232,45.6484505,0.1561947,8
4546,4546,4546,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Mylan SA,ANGOULEME,CDE - 0006826,2019-08-19,2019-09-05,26,Export,7,8,2019,Trim3,août,18509.880120481965,11644.331999999991,6865.5481204819735,45.6484505,0.1561947,17
4547,4547,4547,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Mylan SA,ANGOULEME,CDE - 0004194,2019-10-11,2019-10-18,26,Grossiste,7,6,2019,Trim4,octobre,13882.410090361474,8733.248999999994,5149.16109036148,45.6484505,0.1561947,7
4548,4548,4548,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Mylan SA,ANGOULEME,CDE - 0002264,2019-11-16,2019-11-23,26,Grossiste,7,7,2019,Trim4,novembre,16196.14510542172,10188.790499999994,6007.354605421726,45.6484505,0.1561947,7
4549,4549,4549,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0007796,2017-01-25,2017-02-03,27,Détaillant,7,5,2017,Trim1,janvier,11568.675075301227,7277.707499999996,4290.967575301232,46.3239233,-0.4646064,9
4550,4550,4550,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0003330,2017-01-30,2017-02-08,27,Export,7,9,2017,Trim1,janvier,20823.61513554221,13099.873499999992,7723.741635542219,46.3239233,-0.4646064,9
4551,4551,4551,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 000954,2017-03-14,2017-03-20,27,Grossiste,7,5,2017,Trim1,mars,11568.675075301227,7277.707499999996,4290.967575301232,46.3239233,-0.4646064,6
4552,4552,4552,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0006444,2017-03-21,2017-04-01,27,Grossiste,7,12,2017,Trim1,mars,27764.82018072295,17466.49799999999,10298.32218072296,46.3239233,-0.4646064,11
4553,4553,4553,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0003230,2017-04-09,2017-04-24,27,Grossiste,7,8,2017,Trim2,avril,18509.880120481965,11644.331999999991,6865.5481204819735,46.3239233,-0.4646064,15
4554,4554,4554,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0004953,2017-05-03,2017-05-13,27,Grossiste,7,10,2017,Trim2,mai,23137.35015060245,14555.414999999992,8581.93515060246,46.3239233,-0.4646064,10
4555,4555,4555,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0005592,2017-05-15,2017-05-20,27,Grossiste,7,9,2017,Trim2,mai,20823.61513554221,13099.873499999992,7723.741635542219,46.3239233,-0.4646064,5
4556,4556,4556,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0007310,2017-06-10,2017-06-25,27,Grossiste,7,6,2017,Trim2,juin,13882.410090361474,8733.248999999994,5149.16109036148,46.3239233,-0.4646064,15
4557,4557,4557,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0001472,2017-12-14,2017-12-22,27,Détaillant,7,11,2017,Trim4,décembre,25451.085165662706,16010.956499999991,9440.128665662714,46.3239233,-0.4646064,8
4558,4558,4558,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0003038,2018-04-21,2018-05-03,27,Grossiste,7,12,2018,Trim2,avril,27764.82018072295,17466.49799999999,10298.32218072296,46.3239233,-0.4646064,12
4559,4559,4559,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0002461,2018-04-23,2018-05-02,27,Export,7,12,2018,Trim2,avril,27764.82018072295,17466.49799999999,10298.32218072296,46.3239233,-0.4646064,9
4560,4560,4560,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0004034,2018-04-28,2018-05-08,27,Grossiste,7,9,2018,Trim2,avril,20823.61513554221,13099.873499999992,7723.741635542219,46.3239233,-0.4646064,10
4561,4561,4561,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0004071,2018-05-26,2018-06-08,27,Détaillant,7,5,2018,Trim2,mai,11568.675075301227,7277.707499999996,4290.967575301232,46.3239233,-0.4646064,13
4562,4562,4562,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 000243,2018-06-14,2018-06-18,27,Grossiste,7,12,2018,Trim2,juin,27764.82018072295,17466.49799999999,10298.32218072296,46.3239233,-0.4646064,4
4563,4563,4563,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0002421,2018-07-26,2018-08-02,27,Détaillant,7,10,2018,Trim3,juillet,23137.35015060245,14555.414999999992,8581.93515060246,46.3239233,-0.4646064,7
4564,4564,4564,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0003231,2018-08-24,2018-09-02,27,Détaillant,7,6,2018,Trim3,août,13882.410090361474,8733.248999999994,5149.16109036148,46.3239233,-0.4646064,9
4565,4565,4565,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0003237,2019-01-05,2019-01-12,27,Grossiste,7,5,2019,Trim1,janvier,11568.675075301227,7277.707499999996,4290.967575301232,46.3239233,-0.4646064,7
4566,4566,4566,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0004561,2019-01-11,2019-01-26,27,Détaillant,7,11,2019,Trim1,janvier,25451.085165662706,16010.956499999991,9440.128665662714,46.3239233,-0.4646064,15
4567,4567,4567,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0005465,2019-02-07,2019-02-14,27,Export,7,12,2019,Trim1,février,27764.82018072295,17466.49799999999,10298.32218072296,46.3239233,-0.4646064,7
4568,4568,4568,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0002969,2019-04-12,2019-04-25,27,Détaillant,7,11,2019,Trim2,avril,25451.085165662706,16010.956499999991,9440.128665662714,46.3239233,-0.4646064,13
4569,4569,4569,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0005678,2019-06-06,2019-06-11,27,Grossiste,7,7,2019,Trim2,juin,16196.14510542172,10188.790499999994,6007.354605421726,46.3239233,-0.4646064,5
4570,4570,4570,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Wuxi Groupe,NIORT,CDE - 0007773,2019-12-04,2019-12-10,27,Grossiste,7,12,2019,Trim4,décembre,27764.82018072295,17466.49799999999,10298.32218072296,46.3239233,-0.4646064,6
4571,4571,4571,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 000258,2017-04-07,2017-04-21,28,Grossiste,7,11,2017,Trim2,avril,25451.085165662706,16010.956499999991,9440.128665662714,47.4739884,-0.5515588,14
4572,4572,4572,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0007072,2017-06-22,2017-07-04,28,Grossiste,7,9,2017,Trim2,juin,20823.61513554221,13099.873499999992,7723.741635542219,47.4739884,-0.5515588,12
4573,4573,4573,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0006616,2017-07-06,2017-07-21,28,Export,7,12,2017,Trim3,juillet,27764.82018072295,17466.49799999999,10298.32218072296,47.4739884,-0.5515588,15
4574,4574,4574,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0006617,2018-01-15,2018-01-28,28,Détaillant,7,12,2018,Trim1,janvier,27764.82018072295,17466.49799999999,10298.32218072296,47.4739884,-0.5515588,13
4575,4575,4575,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0004750,2018-02-20,2018-02-28,28,Grossiste,7,9,2018,Trim1,février,20823.61513554221,13099.873499999992,7723.741635542219,47.4739884,-0.5515588,8
4576,4576,4576,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0003500,2018-03-05,2018-03-12,28,Détaillant,7,5,2018,Trim1,mars,11568.675075301227,7277.707499999996,4290.967575301232,47.4739884,-0.5515588,7
4577,4577,4577,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0007711,2018-03-08,2018-03-20,28,Grossiste,7,12,2018,Trim1,mars,27764.82018072295,17466.49799999999,10298.32218072296,47.4739884,-0.5515588,12
4578,4578,4578,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0007611,2018-04-19,2018-05-07,28,Grossiste,7,5,2018,Trim2,avril,11568.675075301227,7277.707499999996,4290.967575301232,47.4739884,-0.5515588,18
4579,4579,4579,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 000339,2018-05-14,2018-05-23,28,Grossiste,7,8,2018,Trim2,mai,18509.880120481965,11644.331999999991,6865.5481204819735,47.4739884,-0.5515588,9
4580,4580,4580,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0003034,2018-07-17,2018-07-27,28,Export,7,9,2018,Trim3,juillet,20823.61513554221,13099.873499999992,7723.741635542219,47.4739884,-0.5515588,10
4581,4581,4581,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0002511,2018-08-01,2018-08-15,28,Grossiste,7,7,2018,Trim3,août,16196.14510542172,10188.790499999994,6007.354605421726,47.4739884,-0.5515588,14
4582,4582,4582,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0002600,2018-10-08,2018-10-13,28,Détaillant,7,11,2018,Trim4,octobre,25451.085165662706,16010.956499999991,9440.128665662714,47.4739884,-0.5515588,5
4583,4583,4583,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0007570,2018-11-04,2018-11-17,28,Grossiste,7,9,2018,Trim4,novembre,20823.61513554221,13099.873499999992,7723.741635542219,47.4739884,-0.5515588,13
4584,4584,4584,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 000256,2018-12-26,2018-12-31,28,Grossiste,7,9,2018,Trim4,décembre,20823.61513554221,13099.873499999992,7723.741635542219,47.4739884,-0.5515588,5
4585,4585,4585,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0002496,2019-02-11,2019-02-17,28,Détaillant,7,6,2019,Trim1,février,13882.410090361474,8733.248999999994,5149.16109036148,47.4739884,-0.5515588,6
4586,4586,4586,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0004147,2019-03-17,2019-04-03,28,Grossiste,7,12,2019,Trim1,mars,27764.82018072295,17466.49799999999,10298.32218072296,47.4739884,-0.5515588,17
4587,4587,4587,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0007503,2019-03-26,2019-04-12,28,Grossiste,7,8,2019,Trim1,mars,18509.880120481965,11644.331999999991,6865.5481204819735,47.4739884,-0.5515588,17
4588,4588,4588,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 000554,2019-06-23,2019-07-05,28,Détaillant,7,12,2019,Trim2,juin,27764.82018072295,17466.49799999999,10298.32218072296,47.4739884,-0.5515588,12
4589,4589,4589,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0005379,2019-09-01,2019-09-16,28,Export,7,11,2019,Trim3,septembre,25451.085165662706,16010.956499999991,9440.128665662714,47.4739884,-0.5515588,15
4590,4590,4590,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0004695,2019-09-09,2019-09-20,28,Détaillant,7,8,2019,Trim3,septembre,18509.880120481965,11644.331999999991,6865.5481204819735,47.4739884,-0.5515588,11
4591,4591,4591,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0002756,2019-09-22,2019-10-10,28,Grossiste,7,5,2019,Trim3,septembre,11568.675075301227,7277.707499999996,4290.967575301232,47.4739884,-0.5515588,18
4592,4592,4592,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0005593,2019-10-04,2019-10-15,28,Grossiste,7,9,2019,Trim4,octobre,20823.61513554221,13099.873499999992,7723.741635542219,47.4739884,-0.5515588,11
4593,4593,4593,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0006994,2019-10-05,2019-10-22,28,Export,7,10,2019,Trim4,octobre,23137.35015060245,14555.414999999992,8581.93515060246,47.4739884,-0.5515588,17
4594,4594,4594,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0007644,2019-10-07,2019-10-19,28,Détaillant,7,12,2019,Trim4,octobre,27764.82018072295,17466.49799999999,10298.32218072296,47.4739884,-0.5515588,12
4595,4595,4595,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0005443,2019-10-10,2019-10-27,28,Grossiste,7,7,2019,Trim4,octobre,16196.14510542172,10188.790499999994,6007.354605421726,47.4739884,-0.5515588,17
4596,4596,4596,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,Dharma SARL,ANGERS,CDE - 0007211,2019-12-07,2019-12-11,28,Grossiste,7,7,2019,Trim4,décembre,16196.14510542172,10188.790499999994,6007.354605421726,47.4739884,-0.5515588,4
4597,4597,4597,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0001007,2017-02-03,2017-02-14,29,Détaillant,7,8,2017,Trim1,février,18509.880120481965,11644.331999999991,6865.5481204819735,48.1113387,-1.6800198,11
4598,4598,4598,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0008005,2017-02-25,2017-03-14,29,Détaillant,7,11,2017,Trim1,février,25451.085165662706,16010.956499999991,9440.128665662714,48.1113387,-1.6800198,17
4599,4599,4599,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0003625,2017-02-27,2017-03-07,29,Grossiste,7,10,2017,Trim1,février,23137.35015060245,14555.414999999992,8581.93515060246,48.1113387,-1.6800198,8
4600,4600,4600,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0007894,2017-02-27,2017-03-09,29,Détaillant,7,9,2017,Trim1,février,20823.61513554221,13099.873499999992,7723.741635542219,48.1113387,-1.6800198,10
4601,4601,4601,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 000659,2017-03-21,2017-03-24,29,Grossiste,7,9,2017,Trim1,mars,20823.61513554221,13099.873499999992,7723.741635542219,48.1113387,-1.6800198,3
4602,4602,4602,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0002435,2017-03-27,2017-04-07,29,Grossiste,7,8,2017,Trim1,mars,18509.880120481965,11644.331999999991,6865.5481204819735,48.1113387,-1.6800198,11
4603,4603,4603,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0004806,2017-04-04,2017-04-10,29,Export,7,10,2017,Trim2,avril,23137.35015060245,14555.414999999992,8581.93515060246,48.1113387,-1.6800198,6
4604,4604,4604,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0006715,2017-04-26,2017-05-12,29,Grossiste,7,9,2017,Trim2,avril,20823.61513554221,13099.873499999992,7723.741635542219,48.1113387,-1.6800198,16
4605,4605,4605,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0005723,2017-06-14,2017-06-30,29,Détaillant,7,8,2017,Trim2,juin,18509.880120481965,11644.331999999991,6865.5481204819735,48.1113387,-1.6800198,16
4606,4606,4606,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0005675,2017-07-26,2017-08-05,29,Grossiste,7,9,2017,Trim3,juillet,20823.61513554221,13099.873499999992,7723.741635542219,48.1113387,-1.6800198,10
4607,4607,4607,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0003097,2017-09-06,2017-09-16,29,Détaillant,7,9,2017,Trim3,septembre,20823.61513554221,13099.873499999992,7723.741635542219,48.1113387,-1.6800198,10
4608,4608,4608,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 000493,2017-09-07,2017-09-21,29,Export,7,10,2017,Trim3,septembre,23137.35015060245,14555.414999999992,8581.93515060246,48.1113387,-1.6800198,14
4609,4609,4609,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0006752,2017-09-11,2017-09-19,29,Grossiste,7,11,2017,Trim3,septembre,25451.085165662706,16010.956499999991,9440.128665662714,48.1113387,-1.6800198,8
4610,4610,4610,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0002924,2017-11-01,2017-11-18,29,Grossiste,7,9,2017,Trim4,novembre,20823.61513554221,13099.873499999992,7723.741635542219,48.1113387,-1.6800198,17
4611,4611,4611,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0001970,2018-02-12,2018-02-26,29,Grossiste,7,7,2018,Trim1,février,16196.14510542172,10188.790499999994,6007.354605421726,48.1113387,-1.6800198,14
4612,4612,4612,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0004640,2018-02-23,2018-03-01,29,Grossiste,7,10,2018,Trim1,février,23137.35015060245,14555.414999999992,8581.93515060246,48.1113387,-1.6800198,6
4613,4613,4613,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0003449,2018-02-25,2018-03-12,29,Grossiste,7,5,2018,Trim1,février,11568.675075301227,7277.707499999996,4290.967575301232,48.1113387,-1.6800198,15
4614,4614,4614,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0006858,2018-03-04,2018-03-19,29,Grossiste,7,9,2018,Trim1,mars,20823.61513554221,13099.873499999992,7723.741635542219,48.1113387,-1.6800198,15
4615,4615,4615,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0003295,2018-03-05,2018-03-11,29,Grossiste,7,6,2018,Trim1,mars,13882.410090361474,8733.248999999994,5149.16109036148,48.1113387,-1.6800198,6
4616,4616,4616,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0004083,2018-03-06,2018-03-10,29,Grossiste,7,11,2018,Trim1,mars,25451.085165662706,16010.956499999991,9440.128665662714,48.1113387,-1.6800198,4
4617,4617,4617,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0002337,2018-05-12,2018-05-19,29,Détaillant,7,6,2018,Trim2,mai,13882.410090361474,8733.248999999994,5149.16109036148,48.1113387,-1.6800198,7
4618,4618,4618,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0005976,2018-05-16,2018-05-30,29,Grossiste,7,7,2018,Trim2,mai,16196.14510542172,10188.790499999994,6007.354605421726,48.1113387,-1.6800198,14
4619,4619,4619,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0003632,2018-05-26,2018-06-02,29,Détaillant,7,7,2018,Trim2,mai,16196.14510542172,10188.790499999994,6007.354605421726,48.1113387,-1.6800198,7
4620,4620,4620,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0001315,2018-06-15,2018-06-26,29,Export,7,7,2018,Trim2,juin,16196.14510542172,10188.790499999994,6007.354605421726,48.1113387,-1.6800198,11
4621,4621,4621,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0006876,2018-06-29,2018-07-12,29,Grossiste,7,5,2018,Trim2,juin,11568.675075301227,7277.707499999996,4290.967575301232,48.1113387,-1.6800198,13
4622,4622,4622,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0001746,2018-09-19,2018-10-01,29,Grossiste,7,6,2018,Trim3,septembre,13882.410090361474,8733.248999999994,5149.16109036148,48.1113387,-1.6800198,12
4623,4623,4623,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0004186,2018-09-22,2018-09-29,29,Grossiste,7,10,2018,Trim3,septembre,23137.35015060245,14555.414999999992,8581.93515060246,48.1113387,-1.6800198,7
4624,4624,4624,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 000859,2018-10-19,2018-10-23,29,Grossiste,7,7,2018,Trim4,octobre,16196.14510542172,10188.790499999994,6007.354605421726,48.1113387,-1.6800198,4
4625,4625,4625,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0001576,2018-11-22,2018-12-01,29,Grossiste,7,9,2018,Trim4,novembre,20823.61513554221,13099.873499999992,7723.741635542219,48.1113387,-1.6800198,9
4626,4626,4626,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0002813,2018-11-25,2018-12-13,29,Grossiste,7,12,2018,Trim4,novembre,27764.82018072295,17466.49799999999,10298.32218072296,48.1113387,-1.6800198,18
4627,4627,4627,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0001761,2019-01-31,2019-02-04,29,Export,7,6,2019,Trim1,janvier,13882.410090361474,8733.248999999994,5149.16109036148,48.1113387,-1.6800198,4
4628,4628,4628,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0004606,2019-02-21,2019-03-08,29,Export,7,9,2019,Trim1,février,20823.61513554221,13099.873499999992,7723.741635542219,48.1113387,-1.6800198,15
4629,4629,4629,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0004134,2019-03-03,2019-03-21,29,Détaillant,7,9,2019,Trim1,mars,20823.61513554221,13099.873499999992,7723.741635542219,48.1113387,-1.6800198,18
4630,4630,4630,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0004688,2019-08-24,2019-09-09,29,Grossiste,7,8,2019,Trim3,août,18509.880120481965,11644.331999999991,6865.5481204819735,48.1113387,-1.6800198,16
4631,4631,4631,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,"Apotheca, SARL",RENNES,CDE - 0003356,2019-10-28,2019-11-13,29,Grossiste,7,10,2019,Trim4,octobre,23137.35015060245,14555.414999999992,8581.93515060246,48.1113387,-1.6800198,16
4632,4632,4632,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,S.S.S. Groupe,RENNES,CDE - 0002780,2017-03-21,2017-04-05,30,Détaillant,7,7,2017,Trim1,mars,16196.14510542172,10188.790499999994,6007.354605421726,48.1113387,-1.6800198,15
4633,4633,4633,Produit 7,Catégorie 1,Sous-catégorie 3,1455.5414999999991,2313.7350150602456,S.S.S. Groupe,RENNES,CDE - 0002657,2017-04-05,2017-04-20,30,Grossiste,7,5,2017,Trim2,avril,11568.675075301227,7277.707499999996,4290.967575301232,48.1113387,-1.6800198,15
